manufacturer,sku,colour_name,collection,sizeLabel
Arriscraft International,ARRIS-CLOUDLAND-HFL,Cloudland,Highfalls Ledgestone,"2-2/8"" H × Random L × 3-13/16"" D|4-7/8"" H × Random L × 3-13/16"" D|7-5/8"" H × Random L × 3-13/16"" D"
Arriscraft International,ARRIS-BLOOMINGTO-LAU,Bloomington,Laurier,"2-3/8"" H × Random (up to 23-5/8"") L × 3-3/4"" D|5-1/4"" H × Random (up to 23-5/8"") L × 3-1/2"" D"
Arriscraft International,ARRIS-CHARCOAL-LAU,Charcoal,Laurier,"2-3/8"" H × Random (up to 23-5/8"") L × 3-3/4"" D|5-1/4"" H × Random (up to 23-5/8"") L × 3-1/2"" D"
Arriscraft International,ARRIS-IVORY-WHIT-LAU,Ivory White,Laurier,"2-3/8"" H × Random (up to 23-5/8"") L × 3-3/4"" D|5-1/4"" H × Random (up to 23-5/8"") L × 3-1/2"" D"
Arriscraft International,ARRIS-MAHOGANY-LAU,Mahogany,Laurier,"2-3/8"" H × Random (up to 23-5/8"") L × 3-3/4"" D|5-1/4"" H × Random (up to 23-5/8"") L × 3-1/2"" D"
Arriscraft International,ARRIS-MIDNIGHT-G-LAU,Midnight Grey,Laurier,"2-3/8"" H × Random (up to 23-5/8"") L × 3-3/4"" D|5-1/4"" H × Random (up to 23-5/8"") L × 3-1/2"" D"
Arriscraft International,ARRIS-ONYX-LAU,Onyx,Laurier,"2-3/8"" H × Random (up to 23-5/8"") L × 3-3/4"" D|5-1/4"" H × Random (up to 23-5/8"") L × 3-1/2"" D"
Arriscraft International,ARRIS-OPAL-LAU,Opal,Laurier,"2-3/8"" H × Random (up to 23-5/8"") L × 3-3/4"" D|5-1/4"" H × Random (up to 23-5/8"") L × 3-1/2"" D"
Arriscraft International,ARRIS-WALNUT-LAU,Walnut,Laurier,"2-3/8"" H × Random (up to 23-5/8"") L × 3-3/4"" D|5-1/4"" H × Random (up to 23-5/8"") L × 3-1/2"" D"
Arriscraft International,ARRIS-AUGUSTA-MTH,Augusta,Matterhorn,"4-15/16"" H × Random L × 3-7/16"" (±1/2"") D|10-1/4"" H × Random L × 3-1/2"" (±1/2"") D"
Arriscraft International,ARRIS-BARNWOOD-MTH,Barnwood,Matterhorn,"4-15/16"" H × Random L × 3-7/16"" (±1/2"") D|10-1/4"" H × Random L × 3-1/2"" (±1/2"") D"
Arriscraft International,ARRIS-BLUERIDGE-MTH,Blueridge,Matterhorn,"4-15/16"" H × Random L × 3-7/16"" (±1/2"") D|10-1/4"" H × Random L × 3-1/2"" (±1/2"") D"
Arriscraft International,ARRIS-CHALET-MTH,Chalet,Matterhorn,"4-15/16"" H × Random L × 3-7/16"" (±1/2"") D|10-1/4"" H × Random L × 3-1/2"" (±1/2"") D"
Arriscraft International,ARRIS-COTTON-CRE-MTH,Cotton Creek,Matterhorn,"4-15/16"" H × Random L × 3-7/16"" (±1/2"") D|10-1/4"" H × Random L × 3-1/2"" (±1/2"") D"
Arriscraft International,ARRIS-SADDLE-MTH,Saddle,Matterhorn,"4-15/16"" H × Random L × 3-7/16"" (±1/2"") D|10-1/4"" H × Random L × 3-1/2"" (±1/2"") D"
Arriscraft International,ARRIS-ABBEY-ROAD-MDT-218,Abbey Road,Midtown,"2-1/8"""
Arriscraft International,ARRIS-ABBEY-ROAD-MDT-218SAWN,Abbey Road,Midtown,"2-1/8"" Sawn"
Arriscraft International,ARRIS-ABBEY-ROAD-MDT-358,Abbey Road,Midtown,"3-5/8"""
Arriscraft International,ARRIS-ABBEY-ROAD-MDT-358SAWN,Abbey Road,Midtown,"3-5/8"" Sawn"
Arriscraft International,ARRIS-ABBEY-ROAD-MDT-578,Abbey Road,Midtown,"5-7/8"""
Arriscraft International,ARRIS-BISCAYNE-MDT-218,Biscayne,Midtown,"2-1/8"""
Arriscraft International,ARRIS-BISCAYNE-MDT-218SAWN,Biscayne,Midtown,"2-1/8"" Sawn"
Arriscraft International,ARRIS-BISCAYNE-MDT-358,Biscayne,Midtown,"3-5/8"""
Arriscraft International,ARRIS-BISCAYNE-MDT-358SAWN,Biscayne,Midtown,"3-5/8"" Sawn"
Arriscraft International,ARRIS-BISCAYNE-MDT-578,Biscayne,Midtown,"5-7/8"""
Arriscraft International,ARRIS-LOMBARD-MDT-578,Lombard,Midtown,"5-7/8"""
Arriscraft International,ARRIS-MANHATTAN-MDT-218,Manhattan,Midtown,"2-1/8"""
Arriscraft International,ARRIS-PEACHTREE-MDT-218SAWN,Peachtree,Midtown,"2-1/8"" Sawn"
Arriscraft International,ARRIS-PEACHTREE-MDT-358,Peachtree,Midtown,"3-5/8"""
Arriscraft International,ARRIS-BIG-HORN-OLC,Big Horn,Old Country,"2-1/4"" H × 23-5/8"" L × 3-13/16"" D|3-5/8"" H × Random L × 3-13/16"" D|4-7/8"" H × Random L × 3-13/16"" D"
Arriscraft International,ARRIS-SMOKY-MOUN-OLC,Smoky Mountain,Old Country,"2-1/4"" H × 23-5/8"" L × 3-13/16"" D|3-5/8"" H × Random L × 3-13/16"" D|4-7/8"" H × Random L × 3-13/16"" D"
Arriscraft International,ARRIS-STEEL-GREY-SHS,Steel Grey,Shadow Stone,"2-5/16"" H × 23-5/8"" L × 3-5/8"" (±1/4"") D|5"" H × 31-5/8"" L × 3-1/4"" (±1/4"") D|7-5/8"" H × 23-5/8"" L × 3-3/8"" (±1/4"") D"
Arriscraft International,ARRIS-TACOMA-SHS,Tacoma,Shadow Stone,"2-5/16"" H × 23-5/8"" L × 3-5/8"" (±1/4"") D|5"" H × 31-5/8"" L × 3-1/4"" (±1/4"") D|7-5/8"" H × 23-5/8"" L × 3-3/8"" (±1/4"") D"
Arriscraft International,ARRIS-BROWN-SIL,Brown,Sills,"5-1/2"" W × 3-1/8"" H × 23-5/8"" L"
Arriscraft International,ARRIS-GRAY-SIL,Gray,Sills,"5-1/2"" W × 3-1/8"" H × 23-5/8"" L"
Arriscraft International,ARRIS-TAN-SIL,Tan,Sills,"5-1/2"" W × 3-1/8"" H × 23-5/8"" L"
Arriscraft International,ARRIS-WHITE-SIL,White,Sills,"5-1/2"" W × 3-1/8"" H × 23-5/8"" L"
Arriscraft International,ARRIS-ANVIL-STK,Anvil,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-ANVIL-STK-SAWN,Anvil,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-ASH-STK,Ash,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-ASH-STK-SAWN,Ash,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-BEACH-STK,Beach,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-BEACH-STK-SAWN,Beach,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-DESERT-SAN-STK,Desert Sand,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-DESERT-SAN-STK-SAWN,Desert Sand,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-ICE-STK,Ice,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-ICE-STK-SAWN,Ice,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-MATRIX-STK,Matrix,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-MATRIX-STK-SAWN,Matrix,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-SEDONA-RED-STK,Sedona Red,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-STERLING-STK,Sterling,Stack,"2-1/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/2"" Bed|3-5/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/4"" Bed|5-7/8"" H × Fragmented (4"" to 23-5/8"") L × 1-1/8"" Bed"
Arriscraft International,ARRIS-SANDY-SH-TGB,Sandy Shore,Tumbled Georgia Brick,"2-3/4"" H × 7-5/8"" L × 2-5/8"" D"
Arriscraft International,ARRIS-SOUTHERN-TGB,Southern Dusk,Tumbled Georgia Brick,"2-3/4"" H × 7-5/8"" L × 2-5/8"" D"
Arriscraft International,ARRIS-ALPINE-W-TVB,Alpine White,Tumbled Vintage Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Arriscraft International,SKU-WEATH-7061,Brown,Tumbled Vintage Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Arriscraft International,SKU-MYSTI-6394,Grey,Tumbled Vintage Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Arriscraft International,SKU-PLATI-5008,Grey,Tumbled Vintage Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Arriscraft International,SKU-SILVE-8938,Grey,Tumbled Vintage Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Arriscraft International,ARRIS-IVORY-WH-TVB,Ivory White,Tumbled Vintage Brick,"2-3/8"" H × Random L × 3-5/8"" D"
Arriscraft International,ARRIS-MYSTIC-G-TVB,Mystic Grey,Tumbled Vintage Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Arriscraft International,ARRIS-WEATHERE-TVB,Weathered Oak,Tumbled Vintage Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Arriscraft International,SKU-ALPIN-9733,White,Tumbled Vintage Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Arriscraft International,ARRIS-AVALANCHE-ULS,Avalanche,Urban Ledgestone,"2-5/16"" H × 23-5/8"" L × 3-5/8"" (±1/4"") D|3-5/8"" H × Random L × 3-1/2"" (±1/4"") D|5"" H × 31-5/8"" L × 3-1/4"" (±1/4"") D"
Arriscraft International,ARRIS-CHARCOAL-ULS,Charcoal,Urban Ledgestone,"2-5/16"" H × 23-5/8"" L × 3-5/8"" (±1/4"") D|3-5/8"" H × Random L × 3-1/2"" (±1/4"") D|5"" H × 31-5/8"" L × 3-1/4"" (±1/4"") D"
Arriscraft International,ARRIS-DRIFTWOOD-ULS,Driftwood,Urban Ledgestone,"2-5/16"" H × 23-5/8"" L × 3-5/8"" (±1/4"") D|3-5/8"" H × Random L × 3-1/2"" (±1/4"") D|5"" H × 31-5/8"" L × 3-1/4"" (±1/4"") D"
Arriscraft International,ARRIS-STEEL-GREY-ULS,Steel Grey,Urban Ledgestone,"2-5/16"" H × 23-5/8"" L × 3-5/8"" (±1/4"") D|3-5/8"" H × Random L × 3-1/2"" (±1/4"") D|5"" H × 31-5/8"" L × 3-1/4"" (±1/4"") D"
Arriscraft International,ARRIS-TACOMA-ULS,Tacoma,Urban Ledgestone,"2-5/16"" H × 23-5/8"" L × 3-5/8"" (±1/4"") D|3-5/8"" H × Random L × 3-1/2"" (±1/4"") D|5"" H × 31-5/8"" L × 3-1/4"" (±1/4"") D"
Brampton Brick,BB-KINGS-CONTEM-DOVER-99,Dover,Contempo Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-DOVER-ME-100,Dover Metric Norman,Contempo Brick,"2-1/4"" H × 11-1/2"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-DOVER-PR-101,Dover PRP,Contempo Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-NICKEL-M-112,Nickel Metric Norman,Contempo Brick,"2-1/4"" H × 11-1/2"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-NICKEL-P-113,Nickel PRP,Contempo Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-ONYX-117,Onyx,Contempo Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-POLAR-WH-124,Polar White,Contempo Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-SHADOW-131,Shadow,Contempo Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-SHADOW-P-132,Shadow PRP,Contempo Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-AUBURN-M-85,Auburn Matt,Contemporary Series,"2-1/4"" H × 11-1/2"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-AUBURN-S-86,Auburn Smooth,Contemporary Series,"2-1/4"" H × 11-1/2"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-BISTRO-87,Bistro,Contemporary Series,"2-1/4"" H × 11-1/2"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-CHARCOAL-91,Charcoal Matt,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-CHELSEA-92,Chelsea,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-CHURCHIL-93,Churchill,Contemporary Series,
Brampton Brick,BB-KINGS-CONTEM-CINDER-94,Cinder,Contemporary Series,
Brampton Brick,BB-KINGS-CONTEM-CLARET-95,Claret,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-ESPRESSO-102,Espresso,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-KENTVILL-103,Kentville,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-MANILLA--107,Manilla Matt,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-MANILLA--108,Manilla Smooth,Contemporary Series,"2-1/4"" H × 11-1/2"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-MOUNTAIN-111,Mountain Gray,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-NORDIC-M-114,Nordic Matt,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-RAVEN-127,Raven,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-REGENCY--128,Regency Brown,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-ROYAL-GR-129,Royal Gray,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-SAHARA-130,Sahara,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-SIENA-MA-134,Siena Matt,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-SOLSTICE-135,Solstice Matt,Contemporary Series,"2-1/4"" H × 11-1/2"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-SOLSTICE-136,Solstice Smooth,Contemporary Series,"2-1/4"" H × 11-1/2"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-TAHOE-139,Tahoe,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-VENETIAN-143,Venetian,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-VICTORIA-145,Victoriaville,Contemporary Series,"2-1/4"" H × 11-1/2"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-WESTVILL-147,Westville,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-CONTEM-WINDSOR-148,Windsor,Contemporary Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-DORSET-ASHLAND-84,Ashland,Dorset,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-DORSET-CAVIAR-89,Caviar,Dorset,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-DORSET-MARBLE-G-109,Marble Gray,Dorset,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-DORSET-PALERMO--121,Palermo Beige,Dorset,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-DORSET-PALERMO--122,Palermo Beige,Dorset,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-DORSET-PALERMO--123,Palermo Beige,Dorset,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-LEGACY-CANYON-88,Canyon,Legacy Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-LEGACY-CRIMSON-97,Crimson,Legacy Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-LEGACY-CRYSTAL--98,Crystal Gray,Legacy Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-LEGACY-MADISON--105,Madison County,Legacy Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-LEGACY-MANCHEST-106,Manchester,Legacy Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-LEGACY-OLD-CHIC-115,Old Chicago,Legacy Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-LEGACY-OLD-SCHO-116,Old School,Legacy Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-LEGACY-STERLING-138,Sterling Gray,Legacy Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-LEGACY-VERIDIAN-144,Veridian,Legacy Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-LEGACY-WESTMONT-146,Westmont,Legacy Series,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-VIVACE-CHARCOAL-90,Charcoal,Vivace Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-VIVACE-CORTONA-96,Cortona,Vivace Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-VIVACE-MILANO-110,Milano,Vivace Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-VIVACE-SIENA-133,Siena,Vivace Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Brampton Brick,BB-KINGS-VIVACE-TWEED-141,Tweed,Vivace Brick,"3-1/8"" H × 10-1/8"" L × 3-1/2"" D"
Glen Gery,SKU-ASHCR-2171,Pink,Extruded,Modular
Glen Gery,SKU-CAMDE-1634,Pink,Extruded,Modular
Glen Gery,SKU-FRENC-7704,Pink,Handmades,"Modular, Oversize"
Glen Gery,SKU-4-HB-3236,Pink,Molded Brick,"Modular, Standard 8"" Modular, Oversize,"
Glen Gery,SKU-DANIS-5794,Pink,Molded Brick,Antique Oversize
Glen Gery,SKU-DANIS-8519,Pink,Molded Brick,"Modular, Standard 8"" Modular, Oversize,"
